Year,Type,Country,Area,Activity,Reference
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.20-Zaccaria.pdf
2015.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.07-Green.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.03-Lucas.pdf
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.02-Dasnois.pdf
2015.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.29-Cruse.pdf
2015.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.26-Jessen.pdf
2015.0,Unprovoked,AUSTRALIA,South Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.25-Blowes.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.24.c-Vidgens.pdf
2015.0,Unprovoked,USA,Florida,Photographing the shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.13-Rackley.pdf
2015.0,Unprovoked,REUNION,Saint-Gilles-les-Bains,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.12-Canestri.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.11-McKenzie-Surfer.pdf
2015.0,Unprovoked,USA,Florida,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.03-Neumann.pdf
2015.0,Invalid,ITALY,Sardinia,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.29-Masala.pdf
2015.0,Invalid,BRAZIL,Pernambuco,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.31-Mota.pdf
2015.0,Boating,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.26-VanRensburg.pdf
2015.0,Unprovoked,USA,Hawaii,Standing / Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.18-Grasing.pdf
2015.0,Unprovoked,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.16-Bora-Bora.pdf
2015.0,Boating,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.11-Graham.pdf
2015.0,Provoked,MEXICO,Sinaloa,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.10-Mora.pdf
2015.0,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.07-18-month.pdf
2015.0,Unprovoked,REUNION,d’Étang-Salé,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.14-Bishop.pdf 
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.09-Nakahara.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.08-Reitman.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Bodysurfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.05-McPhee.pdf
2015.0,Boating,AUSTRALIA,Queensland,Rowing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.20-Carter.pdf
2015.0,Provoked,USA,Hawaii,Shark fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.27-Pollard.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.24-Murray.pdf
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.23-Nel.pdf
2015.0,Boating,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.b-Fitzgerald-boat.pdf
2015.0,Invalid,AUSTRALIA,New South Wales,Surfing & filming dolphins,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.a-Ellis.pdf
2015.0,Boating,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.17-Watson-Tinny.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Filming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.16-Smith.pdf
2015.0,Invalid,USA,Florida,Swimming after falling overboard,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.08-Konrad.pdf
2015.0,Unprovoked,BAHAMAS,Abaco Islands,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.06-Webb-Martin.pdf
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.03-Krafft.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/N56702014.12.29.b-Brown.pdf
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.29.a-Muscat.pdf
2014.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.c-Durban.pdf
2014.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.b-Swanson.pdf
2014.0,Provoked,AUSTRALIA,Victoria,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.a-ParadiseBeach.pdf
2014.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.15-DanielSmith.pdf
2014.0,Provoked,SPAIN,Granada,Fishing for blue sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.03.R-Spanish-fisherman.pdf
2014.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.29-Pearman.pdf
2014.0,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.20-Mauritius.pdf 
2014.0,Boating,AUSTRALIA,Western Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.19-Freo.pdf 
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.16-IndianHarbor.pdf
2014.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.13-Hawaii.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.10-Moonee.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.08-FortPierce.pdf
2014.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.31-Clark.pdf
2014.0,Provoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.29-Hunt.pdf
2014.0,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.22-Lawrence.pdf
2014.0,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.20-Maui.pdf
2014.0,Boating,USA,California,Canoeing,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.19-Tara.pdf
2014.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.18-Roberson
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.14-Bandy.pdf
2014.0,Unprovoked,USA,South Carolina,Standing in inner tube,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.14-Bandy.pdf
2014.0,Unprovoked,USA,Florida,Body surfing or Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.12-Melbourne.pdf
2014.0,Boating,AUSTRALIA,Western Australia,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.11-Dunsborough.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.b-Ross.pdf
2014.0,Unprovoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.07-CherieDownPark.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.05.a-Mantooth.pdf
2014.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.b-Vandenberg.pdf
2014.0,Boating,USA,California,Kayaking ,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.b-Vandenberg.pdf
2014.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.b-Vandenberg.pdf
2014.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.a-Pollard.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.21-Lefebvre.pdf
2014.0,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.12.R-Moorea.pdf
2014.0,Invalid,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.13-Browning.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.09-Wilcox.pdf
2014.0,Unprovoked,USA,Alabama,Fishing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.06-Robson.pdf
2014.0,Boating,USA,Massachusetts,Kayaking ,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.03-Plymouthkayakers.pdf
2014.0,Provoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.02-FletcherBeach.pdf
2014.0,Unprovoked,SPAIN,Catalonia,Playing with an air mattress,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.00-Salou.pdf
2014.0,Unprovoked,USA,Florida,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.31-Masterson.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.29.b-Murphy.pdf
2014.0,Provoked,USA,Maryland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.28-Vickers.pdf
2014.0,Unprovoked,SPAIN,Alicante,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.c-Spain.pdf
2014.0,Unprovoked,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.b-Anderson.pdf
2014.0,Unprovoked,USA,South Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.27.a-Surfside.pdf
2014.0,Provoked,USA,Florida,Fishing for sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.25.R-Wiley.pdf
2014.0,Unprovoked,USA,North Carolina,Kite boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.24-Diggs.pdf
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.16-Haling.pdf
2014.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.12-Hayes.pdf
2014.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.09-CocoaBeach.pdf
2014.0,Unprovoked,USA,Louisiana,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.08-Trentacosta.pdf
2014.0,Unprovoked,USA,South Carolina,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.14-Harris.pdf
2014.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.05-Tulip.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.08-CocoaBeach.pdf
2014.0,Unprovoked,USA,Florida,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.02-Sanhueza.pdf
2014.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.01-Smithers.pdf
2014.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.27-SunsetBeach.pdf
2014.0,Unprovoked,REUNION,Saint-Leu,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.22-Rintz.pdf
2014.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.21-Crick.pdf
2014.0,Unprovoked,SPAIN,Canary Islands,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.20-Tenerife.pdf
2014.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.16-Maui.pdf
2014.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.14-Moore.pdf
2014.0,Invalid,BAHAMAS,West End,Shark diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.13-Petty.pdf
2014.0,Unprovoked,USA,North Carolina,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.12-Jewell.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.09-Durham.pdf
2014.0,Provoked,USA,California,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.b-Robles.pdf
2014.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.a-Surfer.pdf
2014.0,Unprovoked,USA,South Carolina,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.03-Fairbourne.pdf
2014.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.25-Adams.pdf
2014.0,Unprovoked,AUSTRALIA,South Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.b-Longhurst.pdf
2014.0,Unprovoked,AUSTRALIA,South Australia,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.a-McKinnon.pdf
2014.0,Provoked,AUSTRALIA,Western Australia,Petting a shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.17.R-Wright.pdf
2014.0,Unprovoked,USA,Delaware,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.b-Vance.pdf
2014.0,Unprovoked,AUSTRALIA,South Australia,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09-Berry.pdf
2014.0,Unprovoked,JAPAN,Atsumi peninsula,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.08-Takahashi.pdf
2014.0,Unprovoked,USA,Texas,Kneeling in the water,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.07-Medina.pdf
2014.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.c-Vaughn.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.b-Smith.pdf
2014.0,Unprovoked,USA,Palmyra Atoll,Tagging sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.a-PalmyraAtoll.pdf
2014.0,Unprovoked,AUSTRALIA,Queensland,Fell into the water,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.27.R-Freeman.pdf
2014.0,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.23-Barnabas.pdf
2014.0,Provoked,AUSTRALIA,New South Wales,Teasing a shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.22-Aquarium.pdf
2014.0,Unprovoked,USA,Florida,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.15-Tatsch.pdf
2014.0,Unprovoked,AUSTRALIA,South Australia,Surfing,"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.14-McLeod, pdf"
2014.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.13-Cosa.pdf
2014.0,Unprovoked,USA,Georgia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.11-Meadows.pdf
2014.0,Invalid,USA,Florida,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.10.R-Roseman.pdf
2014.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.06-Popp.pdf
2014.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.04-CowShark.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.01-Nolet.pdf
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.24-WA.pdf
2014.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.22-CocoaBeach.pdf
2014.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.15-NSB.pdf
2014.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.12-McDougall.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.b-NSB.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.a-NSB.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.03-Armstrong.pdf
2014.0,Invalid,AUSTRALIA,Western Australia,Diving for lobsters,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.29-WesternAustralia.pdf
2014.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.22.b-SecondBeach.pdf
2014.0,Unprovoked,USA,Florida,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.22.a-Hoffman.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.21-Cozzen.pdf
2014.0,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18.c-Borgna
2014.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18.b-Byrne.pdf
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.12-LightouseBeach.pdf
2014.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.02-Fugitt.pdf
2014.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.20-FrenchPolynesia.pdf
2014.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing / Free diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.08-Kellett.pdf
2014.0,Provoked,TRINIDAD & TOBAGO,Trinidad,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/w014.01.25-Grant.pdf
2014.0,Unprovoked,NEW ZEALAND,South Island,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/w014.01.25-Grant.pdf
2014.0,Provoked,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/w014.01.25-Grant.pdf
2014.0,Unprovoked,NEW ZEALAND,South Island,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/w014.01.25-Grant.pdf
2014.0,Sea Disaster,JAPAN,Okinawa Prefecture,Sea disaster,pdf_directory2014.01.04-Riano.pdf 
2014.0,Unprovoked,USA,Hawaii,Free diving / Photographing pilot whales,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2014.00.00.b-OceanicWhitetip.pdf
2013.0,Unprovoked,NEW CALEDONIA,North Province,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.25-NewCaledonia.pdf 
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.16-Browne.pdf
2013.0,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.13-Kiribati.pdf
2013.0,Unprovoked,USA,Hawaii,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.11-Hawaii.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.10-Baughman.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.05-PortMacquarie.pdf
2013.0,Unprovoked,USA,Hawaii,Kayaking / Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.02-Briney.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.30-ZacYoung.pdf
2013.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.29-Maui.pdf
2013.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.23.a-Boyd.pdf
2013.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.22-Gardiner
2013.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.12-Daly
2013.0,Unprovoked,USA,New Jersey,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.07.b-Gates
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.07.a-Melian
2013.0,Unprovoked,USA,Hawaii,Kiteboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.31-ChristianBrandon
2013.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.28-Simmons
2013.0,Unprovoked,REUNION,d’Étang-Salé,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.26.b-Tanguy
2013.0,Unprovoked,AUSTRALIA,Western Australia,Diving for crayfish,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.26.a-Robinson.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.24-Joyce.pdf
2013.0,Unprovoked,USA,Hawaii,Diving ,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.23-ShaneMills.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.20-Horton.pdf
2013.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.19-Hamby.pdf
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.11-Vd-Westhuizen.pdf
2013.0,Unprovoked,AUSTRALIA,Western Australia,Diving for Abalone,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.08-Pickering.pdf
2013.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.06-Scrivner.pdf
2013.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.05-Standridge.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.29.b-BrevardSurfer.pdf
2013.0,Unprovoked,ISRAEL,Southern District,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.29.a-Lev.pdf
2013.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.25-EthanHand.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.21.b-OrmondBeach.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.21.a-Dugan.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.14-Kalck.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.12-Portman.pdf
2013.0,Provoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.07.b-Graham.pdf
2013.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.07.a-Cardiel.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.02-Floyd.pdf
2013.0,Unprovoked,USA,Florida,Casting a net,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.01.a-Baker.pdf
2013.0,Unprovoked,USA,California,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.31.a-Kennedy.pdf
2013.0,Invalid,USA,California,Marathon swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.29-Brynn.pdf
2013.0,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.26-Arufe.pdf
2013.0,Unprovoked,USA,Florida,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-OttoLee.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Wrangling a shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-Breihan.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.18-Napeahi.pdf
2013.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.17-Zaccaro.pdf
