Year,Type,Country,Area,Activity,Reference
2010.0,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.b-Geraghty.pdf
2010.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.a-Lockie.pdf
2010.0,Unprovoked,SOUTH AFRICA,Western Province,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.12-Skinner.pdf
2010.0,Unprovoked,AUSTRALIA,Torres Strait,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.d-Morrissey.pdf
2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Bathing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.09.a-Tuan.pdf
2010.0,Unprovoked,USA,Florida,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.06-Chirino.pdf
2010.0,Unprovoked,SOUTH AFRICA,Eastern Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.05-Nahoon-surfer.pdf
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.29-Bruce.pdf
2009.0,Provoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.26-Sojoski.pdf
2009.0,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.22-Fraser.pdf
2009.0,Boating,AUSTRALIA,Queensland,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.b-Queensland-Kayak.pdf
2009.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.20.a-Pengelly.pdf
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Paddling on kneeboard,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.a-Nduva.pdf
2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.18.b-Morris-barracuda bite.pdf
2009.0,Unprovoked,NEW ZEALAND,South Island,Swimming to shore from capsized kayak,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.16-Philips.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.13-Hughes.pdf
2009.0,Boating,AUSTRALIA,New South Wales,Rowing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.12-Ross-boat.pdf
2009.0,Provoked,USA,New Jersey,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.12.06-Large.pdf
2009.0,Invalid,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.25-Hall.pdf
2009.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.24-Gollighugh.pdf
2009.0,Unprovoked,USA,California,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.b-White.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.16.a-Burdelski.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.13-Hardcastle.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.11-NewSmyrnaBeach.pdf
2009.0,Unprovoked,AUSTRALIA,South Australia,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.08-Brougham.pdf
2009.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.11.05-Geiselman.pdf
2009.0,Boating,AUSTRALIA,Victoria,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.30-Gadsden.pdf
2009.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.29.R-Rogotzki.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Paddle-boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.28-Lowe.pdf
2009.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.24-Scott-Barton.pdf
2009.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.19-Henrich.pdf
2009.0,Unprovoked,PANAMA,Bocas,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.18-Panama.pdf
2009.0,Provoked,SCOTLAND,Fife,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.17-DeepSeaWorld.pdf
2009.0,Unprovoked,AUSTRALIA,Western Australia,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.14.R-Bowen.pdf
2009.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.09-Wagor.pdf
2009.0,Provoked,UNITED KINGDOM,Devon,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.10.02-UK.pdf
2009.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.26-Callahan.pdf
2009.0,Invalid,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.12-Snead.pdf
2009.0,Unprovoked,BRAZIL,Pernambuco,"Swimming, attempting to rescue a girl  believed to be drowning",http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.07-Barbosa.pdf
2009.0,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.09.01-Kirakira.pdf
2009.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.30-Hedgepeth.pdf
2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.29-VanZyl.pdf
2009.0,Unprovoked,USA,California,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.25-Edmund.pdf
2009.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.11-Nagel.pdf
2009.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.10-Volusia.pdf
2009.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.06-Crawford.pdf
2009.0,Unprovoked,USA,Louisiana,Wade Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.08.01-Haynes.pdf
2009.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.31-Mitchell.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.30-Skyring.pdf
2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.29-Hong.pdf
2009.0,Unprovoked,KENYA,Mombasa,Washing his feet,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.R-Likoni.pdf
2009.0,Unprovoked,USA,Texas,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.b-Casas.pdf
2009.0,Invalid,SPAIN,Catalunya,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.24.a-Spain.pdf
2009.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.b-Mittleberg.pdf
2009.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.22.a-JennaJames.pdf
2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.18-Haynh.pdf
2009.0,Unprovoked,USA,California,Paddle-surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.11.a-Hovnanian.pdf
2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.07-Buckley.pdf
2009.0,Unprovoked,USA,Florida,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.05-Daytona.pdf
2009.0,Provoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.07.04-Miami.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.27-Wade.pdf
2009.0,Invalid,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.21-California.pdf
2009.0,Invalid,USA,Florida,Crawling,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.16-Crowley.pdf
2009.0,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.b-Nil.pdf
2009.0,Unprovoked,EGYPT,St. Johns Reef,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.02.a-Luc.pdf
2009.0,Unprovoked,EGYPT,St. Johns Reef,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.06.01-Tipio.pdf
2009.0,Provoked,TAIWAN,Off Green Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.31-Sangian.pdf
2009.0,Provoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.25-Joseph.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.17-Provido.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.b-Heath.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.16.a-Bryant.pdf
2009.0,Provoked,GUAM,North Region,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.12-Guerrero.pdf
2009.0,Provoked,BAHAMAS,Exuma Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.06-Hernandez.pdf
2009.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.25.R-Senner.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.21-NSB.pdf
2009.0,Unprovoked,PHILIPPINES,Batangas province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.20-Perez.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.19-Klinker.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.17-Wagner.pdf
2009.0,Invalid,USA,Hawaii,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.11-Dominici.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.12-Milne.pdf
2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.06.b-Hlanganisela.pdf
2009.0,Unprovoked,USA,California,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.06.a-Ayus.pdf
2009.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.04.03-May.pdf
2009.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.27-TonyDell.pdf
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.21-Mangele.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.20-BatemansBay.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.19.b-SouthBroulee.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.19.a-Davis.pdf
2009.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.18.a-PonceInlet.pdf
2009.0,Unprovoked,MALAYSIA,Strait of Malacca,Feeding fish,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.17.R-Malaysia.pdf
2009.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.17.a-Spaulding.pdf
2009.0,Provoked,AUSTRALIA,Western Australia,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.16.R-Rottnest-Island.pdf
2009.0,Unprovoked,NEW CALEDONIA,South Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.06-Hannecart.pdf
2009.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.02-Fernandez.pdf
2009.0,Boatomg,NEW ZEALAND,North Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.01-Taranaki.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.03.01-Lindop.pdf
2009.0,Unprovoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.22-BattReef.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.18-Lockery.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.12-Orgias.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,"Diving, but on the surface when bitten by the shark",http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.11-Degelder.pdf
2009.0,Sea Disaster,USA,Puerto Rico,Air Disaster,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.08-PuertoRicoAirCrash.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.07.b-Keg.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.02.07.a-Kennard.pdf
2009.0,Unprovoked,CUBA,Guantanamo Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.25-Emory.pdf
2009.0,Boat,NEW ZEALAND,North Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.24.c-NewZealand.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.24.b-McDonough.pdf
2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.24.a-Bangalizwe.pdf
2009.0,Invalid,BRAZIL,Maranhão,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.23-Santos.pdf
2009.0,Boat,AUSTRALIA,Victoria,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.18-Fulton-boat.pdf
2009.0,Unprovoked,NEW ZEALAND,South Island,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.16-Tokana.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.12-Fogarty.pdf
2009.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.11.b-Mighall.pdf
2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.11.a-Beard.pdf
2009.0,Boat,NEW ZEALAND,North Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.10.R-Mossman-boat.pdf
2009.0,Unprovoked,ECUADOR,Galapagos Islands,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.10.a-Alcivar.pdf
2009.0,Unprovoked,NEW ZEALAND,North Island,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.06-Sims.pdf
2009.0,Unprovoked,CUBA,Guantanamo Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2009.01.00-Cuba.pdf
2008.0,Invalid,AUSTRALIA,Western Australia,Crabbing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.30-Vickery.pdf
2008.0,Boating,AUSTRALIA,Tasmania,Yacht race,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.27.d-WildOats.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.27.c-Schumann.pdf
2008.0,Boating,AUSTRALIA,New South Wales,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.27.b-Kulcsar.pdf
2008.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.27.a-Guest.pdf
2008.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.20-Johnson.pdf
2008.0,Unprovoked,NEW ZEALAND,North Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.14-Lindberg.pdf
2008.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.10-Parker.pdf
2008.0,Boating,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.06-boat_Seaducer.pdf
2008.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.12.00-Kriel.pdf
2008.0,Unprovoked,EGYPT,Red Sea,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.11.28-ElphinstoneReef.pdf
2008.0,Sea Disaster,PHILIPPINES,Batanes Provine,Sinking of the cargo ship Mark Jason,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.11.25-Philippines.pdf
2008.0,Boating,AUSTRALIA,South Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.11.09.b-dinghy-NorthHaven.pdf
2008.0,Unprovoked,PHILIPPINES,Luzon,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.11.06-Bacud.pdf
2008.0,Provoked,AUSTRALIA,New South Wales,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.10.22-Clote.pdf
2008.0,Provoked,AUSTRALIA,Northern Territory,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.10.12-Johnson.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.10.11-LakeMacquarie.pdf
2008.0,Unprovoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.10.08-Anthony.pdf
2008.0,Unprovoked,CROATIA," Split-Dalmatia Count,",Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.10.06-Pecek.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.28.b-Logan.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.28.a-Carr.pdf
2008.0,Provoked,AUSTRALIA,Northern Territory,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.15-Gorrell.pdf
2008.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.14-Ormond-by-the-Sea.pdf
2008.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.09-Murashige.pdf
2008.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.08-Kyle.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.07-Morgan.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.06.b-NSB.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.06.a-NSB.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.01-McGauley.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.09.00-Zbar.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.30.c-Vining.pdf
2008.0,Invalid,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.30.b-Brown.pdf
2008.0,Provoked,ENGLAND,North Devon,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.30.a-Perkins.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.28-Gold.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.27-Zgura.pdf
2008.0,Unprovoked,USA,Florida,"Swimming, towing surfboard",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.24-Shoup.pdf
2008.0,Invalid,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.22-Brothers.pdf
2008.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.20-JackMiller.pdf
2008.0,Unprovoked,USA,US Virgin Islands,Treading water,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.16-Riggs.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.12-Klopchin.pdf
2008.0,Unprovoked,USA,Hawaii,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.08.11-AlaMoana.pdf
2008.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.30-Seare.pdf
2008.0,Unprovoked,PANAMA,San Carlos,Swimming or surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.27-Solis.pdf
2008.0,Unprovoked,MEXICO,Cabo San Lucas,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.26.b-Seacrest.pdf
2008.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.26.a-Maui
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.25.b-Fulton.pdf
2008.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.25.a-Fiack.pdf
2008.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.24.b-Martin.pdf
2008.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.24.a-Sinsley.pdf
2008.0,Provoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.23-Zettle.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.19-NewSmyrnaBach.pdf
2008.0,Invalid,USA,North Carolina,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.13-Griffin.pdf
2008.0,Unprovoked,USA,South Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.11-Isle-of-Palms.pdf
2008.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.09-Foster.pdf
2008.0,Boating,UNITED KINGDOM,Sussex,Rowing an inflatable dinghy,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.00-UK-dinghy.pdf
2008.0,Invalid,USA,Hawaii,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.c-Labarios.pdf
2008.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.b-Briggs.pdf
2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.a-Maritz.pdf
2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing (free diving),http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.R-Macghie.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.b-NSB.pdf
2008.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.a-Pearman.pdf
2008.0,Unprovoked,BRAZIL,Bahia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.24-Brazil.pdf
2008.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.21-Pereira.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.20-Cation.pdf
2008.0,Unprovoked,BRAZIL,Pernambuco,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.11-Rodrigues.pdf
2008.0,Unprovoked,USA,Florida,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.07-Vasbinder.pdf
2008.0,Boating,SCOTLAND,Easter Ross,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.02.R-Scotland.pdf
2008.0,Unprovoked,USA,South Carolina,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.01.b-Taff.pdf
2008.0,Unprovoked,BRAZIL,Pernambuco,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.01-Santos.pdf
2008.0,Unprovoked,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.26-Early.pdf
2008.0,Sea Disaster,BAHAMAS,Grand Bahama Island,Sea Disaster,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.24.b-BahamasBoat.pdf
2008.0,Unprovoked,MEXICO,Guerro,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.24.a-Grimes.pdf
2008.0,Unprovoked,MEXICO,Guerro,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.23-Mata.pdf
2008.0,Unprovoked,FIJI,Yasawa Islands,Night diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.14-Sidole.pdf
2008.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.10-JasonCull.pdf
